Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-tloe,branch-b7np,randomiser-oo54,randomiser-5zfx,randomiser-rrwr,randomiser-39gv,branch-m511,quota-so7f,quota-bi7i,branch-k46k,Randomise questionnaire elements?,Question Key,Response
13,1704276203614,03/01/2024 10:03:23,1704276203093,0,03/01/2024 10:03:23,155541,10,questionnaire-4eaj,,33927246,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1519x695,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,bilingual,Yes. My strongest language is:
14,1704276203614,03/01/2024 10:03:23,1704276203093,0,03/01/2024 10:03:23,155541,10,questionnaire-4eaj,,33927246,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1519x695,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,bilingual-text,Urdu
15,1704276203614,03/01/2024 10:03:23,1704276203094,0,03/01/2024 10:03:23,155541,10,questionnaire-4eaj,,33927246,BLIND,10040847,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 120.0.0.0,1536x864,1519x695,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,508847
1,1704286874392,03/01/2024 13:01:14,1704286903326,0,03/01/2024 13:01:43,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1536x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1704286894665,03/01/2024 13:01:34,1704286923657,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,Age,18
3,1704286894724,03/01/2024 13:01:34,1704286923659,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,Gender,Woman
4,1704286894724,03/01/2024 13:01:34,1704286923659,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,Gender-quantised,2
5,1704286894724,03/01/2024 13:01:34,1704286923659,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,Gender-text,
6,1704286894724,03/01/2024 13:01:34,1704286923659,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,footedness,Left
7,1704286894724,03/01/2024 13:01:34,1704286923659,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,footedness-quantised,1
8,1704286894724,03/01/2024 13:01:34,1704286923659,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,categorical_hand,Right
9,1704286894724,03/01/2024 13:01:34,1704286923660,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,categorical_hand-quantised,2
10,1704286894724,03/01/2024 13:01:34,1704286923660,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,age_education,Yes
11,1704286894724,03/01/2024 13:01:34,1704286923660,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,age_education-quantised,1
12,1704286894724,03/01/2024 13:01:34,1704286923660,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,age_education-text,
13,1704286894724,03/01/2024 13:01:34,1704286923660,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,bilingual,No
14,1704286894724,03/01/2024 13:01:34,1704286923661,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,bilingual-quantised,1
15,1704286894724,03/01/2024 13:01:34,1704286923661,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,bilingual-text,
16,1704286894724,03/01/2024 13:01:34,1704286923661,0,03/01/2024 13:02:03,155541,10,questionnaire-4eaj,,33928958,BLIND,10041411,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 118.0.0.0,1536x864,1519x739,,,,Demographics Questionnaire,4,,adhd,set 1,,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,20335
1,1704290348940,03/01/2024 13:59:08,1704290344338,0,03/01/2024 13:59:04,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,BEGIN QUESTIONNAIRE,
2,1704290372249,03/01/2024 13:59:32,1704290367725,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,Age,20
3,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,Gender,Woman
4,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,Gender-quantised,2
5,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,Gender-text,
6,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,footedness,Right
7,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,footedness-quantised,2
8,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,categorical_hand,Right
9,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,categorical_hand-quantised,2
10,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,age_education,Yes
11,1704290372338,03/01/2024 13:59:32,1704290367726,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,age_education-quantised,1
12,1704290372338,03/01/2024 13:59:32,1704290367727,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,age_education-text,
13,1704290372338,03/01/2024 13:59:32,1704290367727,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,bilingual,No
14,1704290372338,03/01/2024 13:59:32,1704290367727,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,bilingual-quantised,1
15,1704290372338,03/01/2024 13:59:32,1704290367727,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,bilingual-text,
16,1704290372338,03/01/2024 13:59:32,1704290367727,0,03/01/2024 13:59:27,155541,10,questionnaire-4eaj,,33929672,BLIND,10041619,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 121.0,1920x1080,1920x947,,,,Demographics Questionnaire,4,,asd,,set 2,,,Neurodiverse,,ACCEPT,Neurodiverse,No,END QUESTIONNAIRE,23389
1,1704291996996,03/01/2024 14:26:36,1704291985335,0,03/01/2024 14:26:25,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704292016603,03/01/2024 14:26:56,1704292005056,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,Age,18
3,1704292016682,03/01/2024 14:26:56,1704292005059,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,Gender,Man
4,1704292016682,03/01/2024 14:26:56,1704292005059,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,Gender-quantised,1
5,1704292016682,03/01/2024 14:26:56,1704292005059,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,Gender-text,
6,1704292016682,03/01/2024 14:26:56,1704292005059,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,footedness,Right
7,1704292016682,03/01/2024 14:26:56,1704292005060,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,footedness-quantised,2
8,1704292016682,03/01/2024 14:26:56,1704292005060,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,categorical_hand,Right
9,1704292016682,03/01/2024 14:26:56,1704292005060,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,categorical_hand-quantised,2
10,1704292016682,03/01/2024 14:26:56,1704292005060,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,age_education,Yes
11,1704292016682,03/01/2024 14:26:56,1704292005061,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,age_education-quantised,1
12,1704292016682,03/01/2024 14:26:56,1704292005061,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,age_education-text,
13,1704292016682,03/01/2024 14:26:56,1704292005061,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,bilingual,No
14,1704292016682,03/01/2024 14:26:56,1704292005061,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,bilingual-quantised,1
15,1704292016682,03/01/2024 14:26:56,1704292005062,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,bilingual-text,
16,1704292016682,03/01/2024 14:26:56,1704292005062,0,03/01/2024 14:26:45,155541,10,questionnaire-4eaj,,33929982,BLIND,10041696,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x646,,,,Demographics Questionnaire,4,,control,,,,set 1,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,19727
1,1704360950105,04/01/2024 09:35:50,1704360950001,0,04/01/2024 09:35:50,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1318x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704360968310,04/01/2024 09:36:08,1704360968278,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,Age,19
3,1704360968393,04/01/2024 09:36:08,1704360968283,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,Gender,Woman
4,1704360968393,04/01/2024 09:36:08,1704360968284,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,Gender-quantised,2
5,1704360968393,04/01/2024 09:36:08,1704360968284,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,Gender-text,
6,1704360968393,04/01/2024 09:36:08,1704360968284,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,footedness,Right
7,1704360968393,04/01/2024 09:36:08,1704360968284,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,footedness-quantised,2
8,1704360968393,04/01/2024 09:36:08,1704360968285,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,categorical_hand,Right
9,1704360968393,04/01/2024 09:36:08,1704360968285,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,categorical_hand-quantised,2
10,1704360968393,04/01/2024 09:36:08,1704360968285,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,age_education,Yes
11,1704360968393,04/01/2024 09:36:08,1704360968286,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,age_education-quantised,1
12,1704360968393,04/01/2024 09:36:08,1704360968287,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,age_education-text,
13,1704360968393,04/01/2024 09:36:08,1704360968287,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,bilingual,No
14,1704360968393,04/01/2024 09:36:08,1704360968288,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,bilingual-quantised,1
15,1704360968393,04/01/2024 09:36:08,1704360968288,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,bilingual-text,
16,1704360968393,04/01/2024 09:36:08,1704360968289,0,04/01/2024 09:36:08,155541,10,questionnaire-4eaj,,33941254,BLIND,10046029,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1366x768,1303x654,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,END QUESTIONNAIRE,18288
1,1704469913737,05/01/2024 15:51:53,1704469913631,0,05/01/2024 15:51:53,155541,10,questionnaire-4eaj,,33978634,BLIND,10053358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1488x708,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,BEGIN QUESTIONNAIRE,
2,1704469941891,05/01/2024 15:52:21,1704469941822,0,05/01/2024 15:52:21,155541,10,questionnaire-4eaj,,33978634,BLIND,10053358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x708,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,Age,18
3,1704469941948,05/01/2024 15:52:21,1704469941823,0,05/01/2024 15:52:21,155541,10,questionnaire-4eaj,,33978634,BLIND,10053358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x708,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,Gender,Woman
4,1704469941948,05/01/2024 15:52:21,1704469941823,0,05/01/2024 15:52:21,155541,10,questionnaire-4eaj,,33978634,BLIND,10053358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x708,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,Gender-quantised,2
5,1704469941948,05/01/2024 15:52:21,1704469941823,0,05/01/2024 15:52:21,155541,10,questionnaire-4eaj,,33978634,BLIND,10053358,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 120.0.0.0,1536x864,1473x708,,,,Demographics Questionnaire,4,,control,,,,set 2,Controls,ACCEPT,,Controls,No,Gender-text,
